species,name_change,Split_species,avonet_species_name,Order,status,IslandEndemic,Volancy,Mass,HWI,Habitat,Trophic.Level,Trophic.Niche,LAT,New_Data_Notes,Beak.Length.culmen,Beak.Length.nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Tail.Length,status_group
Podiceps nigricollis,0,,Podiceps nigricollis,Podicipediformes,LC,No,Volant,412.4,44,Wetland,Carnivore,Aquatic predator,41.93,,26.2,15.4,5.5,5.9,39.6,127.2,55.1,70.1,28,Not threatened
Podiceps occipitalis,0,,Podiceps occipitalis,Podicipediformes,LC,No,Volant,320.7,39.4,Wetland,Carnivore,Aquatic predator,-42,,23.1,11.8,5,5.9,37.3,126,49.1,75.6,31,Not threatened
Podiceps taczanowskii,0,,Podiceps taczanowskii,Podicipediformes,EN,No,Flightless,390.2,35.5,Wetland,Carnivore,Aquatic predator,-11.02,,36.8,19.5,6.1,7.1,44.9,120,42.6,77.4,30.5,Threatened
Podilymbus podiceps,0,,Podilymbus podiceps,Podicipediformes,LC,No,Volant,411.9,34,Wetland,Carnivore,Aquatic predator,21.61,,28.8,14.1,5.4,10.6,37.1,125.6,41.8,81.1,32.6,Not threatened
Podoces biddulphi,0,,Podoces biddulphi,Passeriformes,NT,No,Volant,130.5,24,Desert,Omnivore,Omnivore,39.5,,53.8,40.8,9.5,10.3,44.4,148.6,35.6,112.9,99.3,Not threatened
Podoces hendersoni,0,,Podoces hendersoni,Passeriformes,LC,No,Volant,120.5,21.6,Desert,Omnivore,Omnivore,44.51,,43.7,32.4,9.9,9.8,41,139.4,30.1,109,101.3,Not threatened
Podoces panderi,0,,Podoces panderi,Passeriformes,LC,No,Volant,91.1,21.4,Desert,Omnivore,Omnivore,41.08,,32.1,22.4,7.9,7.6,40.8,119.7,25.6,93.7,89.9,Not threatened
Podoces pleskei,0,,Podoces pleskei,Passeriformes,LC,No,Volant,87.5,20.6,Desert,Omnivore,Omnivore,32.05,,38.8,28.8,8.9,8.7,43.4,118.8,24.4,94.3,82.2,Not threatened
Poecile atricapillus,0,,Poecile atricapillus,Passeriformes,LC,No,Volant,10.8,18.6,Forest,Omnivore,Invertivore,50.08,,10.3,7.2,3.7,4,16.8,64.4,12,52.5,61.7,Not threatened
Poecile carolinensis,0,,Poecile carolinensis,Passeriformes,LC,No,Volant,10,19.5,Forest,Omnivore,Invertivore,34.9,,8.9,6.6,3.5,3.7,14.8,58.8,11.4,47,49.6,Not threatened
Poecile cinctus,0,,Poecile cinctus,Passeriformes,LC,No,Volant,11.4,19.5,Forest,Omnivore,Invertivore,63.34,,11,7.7,3.4,4.2,14.8,67.3,13.2,54.1,65.8,Not threatened
Poecile davidi,0,,Poecile davidi,Passeriformes,LC,No,Volant,10.3,16,Forest,Carnivore,Invertivore,32.22,,9.5,6.5,3.7,4.5,15.8,64.3,10.3,54,48.9,Not threatened
Poecile gambeli,0,,Poecile gambeli,Passeriformes,LC,No,Volant,11.2,19.2,Forest,Omnivore,Invertivore,44.25,,11.8,8.9,3.4,3.8,18.1,68.8,13.2,55.5,59.5,Not threatened
Poecile hudsonicus,0,,Poecile hudsonicus,Passeriformes,LC,No,Volant,9.8,18.4,Forest,Omnivore,Invertivore,57.46,,10.1,7,3.1,3.6,16.3,64.8,11.9,52.8,58.5,Not threatened
Poecile hypermelaenus,0,,Poecile hypermelaenus,Passeriformes,LC,No,Volant,11.1,15.6,Forest,Omnivore,Invertivore,29.64,,8.9,6.9,3,3.8,14.7,63.9,10,53.9,54.6,Not threatened
Poecile hyrcanus,0,,Poecile hyrcanus,Passeriformes,LC,No,Volant,15.8,15.3,Woodland,Carnivore,Invertivore,36.93,,12.8,8.6,5.1,5.3,19.4,74.6,11.4,63.4,64.4,Not threatened
Poecile lugubris,0,,Poecile lugubris,Passeriformes,LC,No,Volant,15.8,15.3,Woodland,Carnivore,Invertivore,39.55,,12.8,8.6,5.1,5.3,19.4,74.6,11.4,63.4,64.4,Not threatened
Poecile montanus,0,,Poecile montanus,Passeriformes,LC,No,Volant,11.1,17.7,Forest,Omnivore,Invertivore,56.04,,11,7.1,3.4,4,16.2,65.5,11.6,53.9,59.3,Not threatened
Poecile palustris,0,,Poecile palustris,Passeriformes,LC,No,Volant,11.1,17.9,Forest,Omnivore,Invertivore,49.29,,9.4,6.7,3.3,4.1,15.9,64,11.4,52.5,54.8,Not threatened
Poecile rufescens,0,,Poecile rufescens,Passeriformes,LC,No,Volant,9.4,17.8,Forest,Omnivore,Invertivore,49.83,,10.8,6.7,2.8,3.2,15.8,61.1,10.9,50.2,47,Not threatened
Poecile sclateri,0,,Poecile sclateri,Passeriformes,LC,No,Volant,10.1,17.4,Forest,Carnivore,Invertivore,23.86,,10.8,6.9,3.1,4.1,16.8,67.8,11.8,56,59.2,Not threatened
Poecile superciliosus,0,,Poecile superciliosus,Passeriformes,LC,No,Volant,10.7,13.6,Shrubland,Carnivore,Invertivore,34.67,,10.6,6.7,3.7,4.2,19.4,63.5,8.6,54.9,65,Not threatened
Poecile weigoldicus,0,,Poecile weigoldicus,Passeriformes,LC,No,Volant,11.1,17.6,Forest,Omnivore,Invertivore,31.76,,10.3,6.8,2.7,3.3,17,59.9,10.5,49.4,46.9,Not threatened
Poecilodryas brachyura,0,,Poecilodryas brachyura,Passeriformes,LC,No,Volant,25.1,19.9,Forest,Carnivore,Invertivore,-2.19,,17.4,9.9,6,5.4,20,83.2,16.5,66.7,56.7,Not threatened
Poecilodryas cerviniventris,0,,Poecilodryas cerviniventris,Passeriformes,LC,No,Volant,19.8,19.5,Riverine,Carnivore,Invertivore,-15.84,,16.6,8.6,4.8,4.4,19.8,77.6,16.5,67.8,68.8,Not threatened
Poecilodryas hypoleuca,0,,Poecilodryas hypoleuca,Passeriformes,LC,No,Volant,18,18.4,Forest,Carnivore,Invertivore,-4.64,,17.6,10.3,5.4,5.2,17.4,80.4,14.8,65.9,59.4,Not threatened
Poecilodryas superciliosa,0,,Poecilodryas superciliosa,Passeriformes,LC,No,Volant,19.8,22.1,Riverine,Carnivore,Invertivore,-16.07,,16.2,8.4,4.8,4.3,19.9,77.8,16.4,57.2,62.9,Not threatened
Poecilotriccus albifacies,0,,Poecilotriccus albifacies,Passeriformes,LC,No,Volant,8,10.2,Forest,Carnivore,Invertivore,-12.63,,10.4,7.3,4.5,2.9,14.2,45.2,4.8,41.6,34.6,Not threatened
Poecilotriccus calopterus,0,,Poecilotriccus calopterus,Passeriformes,LC,No,Volant,7.5,12.2,Forest,Carnivore,Invertivore,-1.64,,12.4,7.6,4.5,2.7,15.8,47.9,5.8,42,30,Not threatened
Poecilotriccus capitalis,0,,Poecilotriccus capitalis,Passeriformes,LC,No,Volant,8,12.5,Forest,Carnivore,Invertivore,-4.08,,12.9,8.1,5.2,3,16.2,48.5,6.1,42.4,30.8,Not threatened
Poecilotriccus fumifrons,0,,Poecilotriccus fumifrons,Passeriformes,LC,No,Volant,6.6,12.4,Forest,Carnivore,Invertivore,-4.06,,13.7,8.5,4.4,3.3,17.3,43.8,5.3,37.2,33.9,Not threatened
Poecilotriccus latirostris,0,,Poecilotriccus latirostris,Passeriformes,LC,No,Volant,8.1,12.3,Forest,Carnivore,Invertivore,-10.26,,15,8.7,4.6,3.1,18.7,47.7,5.8,41.9,33.1,Not threatened
